@relation 'mobile_price_replacedwQuestionMark-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R12,16-weka.filters.unsupervised.attribute.Discretize-F-B4-M-1.0-Rfirst-last-precision6'

@attribute battery_power {0-851.5,851.5-1226,1226-1615.5,1615.5-Max}
@attribute blue {0,1}
@attribute clock_speed {0-0.65,0.65-1.45,1.45-2.25,2.25-Max}
@attribute dual_sim {0,1}
@attribute fc {0-0.5,0.5-2.5,2.5-6.5,6.5-Max}
@attribute four_g {0,1}
@attribute int_memory {0-15.5,15.5-31.5,31.5-47.5,47.5-Max}
@attribute m_dep {0-0.25,0.25-0.55,0.55-0.75,0.75-Max}
@attribute mobile_wt {0-109.5,109.5-141.5,141.5-170.5,170.5-Max}
@attribute n_cores {0-2.5,2.5-4.5,4.5-6.5,6.5-Max}
@attribute pc {0-4.5,4.5-9.5,9.5-14.5,14.5-Max}
@attribute px_width {0-874.5,874.5-1247.5,1247.5-1633.5,1633.5-Max}
@attribute ram {0-1207,1207-2146.5,2146.5-3065,3065-Max}
@attribute sc_h {0-8.5,8.5-12.5,12.5-16.5,16.5-Max}
@attribute talk_time {0-6.5,6.5-11.5,11.5-15.5,15.5-Max}
@attribute touch_screen {0,1}
@attribute wifi {0,1}
@attribute price_category {0,1}

@data
1226-1615.5,0,2.25-Max,0,2.5-6.5,1,15.5-31.5,0.25-0.55,170.5-Max,4.5-6.5,14.5-Max,1633.5-Max,1207-2146.5,0-8.5,6.5-11.5,1,1,0
1615.5-Max,0,0.65-1.45,1,6.5-Max,0,15.5-31.5,0.55-0.75,170.5-Max,2.5-4.5,14.5-Max,1633.5-Max,3065-Max,8.5-12.5,6.5-11.5,0,1,1
1226-1615.5,0,0.65-1.45,0,0-0.5,1,15.5-31.5,0-0.25,0-109.5,4.5-6.5,0-4.5,1247.5-1633.5,0-1207,8.5-12.5,11.5-15.5,1,0,0
1226-1615.5,0,1.45-2.25,1,0.5-2.5,0,47.5-Max,0.75-Max,0-109.5,6.5-Max,0-4.5,0-874.5,3065-Max,16.5-Max,6.5-11.5,0,1,1
1615.5-Max,0,2.25-Max,1,6.5-Max,0,0-15.5,0-0.25,170.5-Max,0-2.5,9.5-14.5,0-874.5,1207-2146.5,0-8.5,15.5-Max,1,1,0
0-851.5,0,0-0.65,0,0.5-2.5,0,31.5-47.5,0.75-Max,170.5-Max,6.5-Max,9.5-14.5,0-874.5,2146.5-3065,8.5-12.5,0-6.5,1,1,0
0-851.5,0,2.25-Max,1,6.5-Max,0,15.5-31.5,0-0.25,170.5-Max,6.5-Max,9.5-14.5,874.5-1247.5,2146.5-3065,8.5-12.5,6.5-11.5,1,1,0
1615.5-Max,1,0.65-1.45,1,0.5-2.5,0,31.5-47.5,0.55-0.75,0-109.5,2.5-4.5,4.5-9.5,1247.5-1633.5,2146.5-3065,8.5-12.5,15.5-Max,0,0,0
851.5-1226,1,0-0.65,0,0-0.5,0,15.5-31.5,0.25-0.55,0-109.5,4.5-6.5,0-4.5,1247.5-1633.5,2146.5-3065,8.5-12.5,6.5-11.5,0,1,0
1226-1615.5,1,2.25-Max,1,0-0.5,0,15.5-31.5,0.75-Max,109.5-141.5,4.5-6.5,4.5-9.5,0-874.5,2146.5-3065,16.5-Max,0-6.5,0,0,0
851.5-1226,0,0-0.65,1,2.5-6.5,1,31.5-47.5,0.25-0.55,170.5-Max,6.5-Max,4.5-9.5,1633.5-Max,3065-Max,8.5-12.5,0-6.5,1,1,1
0-851.5,0,2.25-Max,1,6.5-Max,1,0-15.5,0.25-0.55,170.5-Max,6.5-Max,9.5-14.5,1247.5-1633.5,0-1207,8.5-12.5,0-6.5,1,0,0
0-851.5,0,2.25-Max,1,0.5-2.5,0,0-15.5,0-0.25,141.5-170.5,6.5-Max,0-4.5,874.5-1247.5,1207-2146.5,8.5-12.5,6.5-11.5,1,0,0
1615.5-Max,0,0-0.65,1,0-0.5,1,15.5-31.5,0-0.25,109.5-141.5,0-2.5,14.5-Max,1633.5-Max,1207-2146.5,16.5-Max,15.5-Max,0,1,0
851.5-1226,0,1.45-2.25,1,0.5-2.5,1,0-15.5,0.25-0.55,141.5-170.5,2.5-4.5,0-4.5,0-874.5,0-1207,16.5-Max,0-6.5,0,0,0
1226-1615.5,1,2.25-Max,0,2.5-6.5,1,31.5-47.5,0.25-0.55,109.5-141.5,0-2.5,4.5-9.5,874.5-1247.5,3065-Max,16.5-Max,15.5-Max,1,1,1
0-851.5,0,1.45-2.25,1,0-0.5,0,31.5-47.5,0.25-0.55,109.5-141.5,6.5-Max,4.5-9.5,1633.5-Max,2146.5-3065,8.5-12.5,0-6.5,0,1,0
1615.5-Max,0,1.45-2.25,0,2.5-6.5,1,47.5-Max,0.75-Max,109.5-141.5,2.5-4.5,9.5-14.5,0-874.5,0-1207,16.5-Max,6.5-11.5,1,0,0
1615.5-Max,0,0.65-1.45,1,0.5-2.5,1,0-15.5,0.25-0.55,109.5-141.5,0-2.5,0-4.5,0-874.5,3065-Max,16.5-Max,15.5-Max,0,0,1
851.5-1226,0,1.45-2.25,0,0-0.5,0,15.5-31.5,0-0.25,141.5-170.5,0-2.5,4.5-9.5,1247.5-1633.5,2146.5-3065,8.5-12.5,15.5-Max,1,1,0
1226-1615.5,0,2.25-Max,1,2.5-6.5,1,31.5-47.5,0.25-0.55,109.5-141.5,6.5-Max,0-4.5,1247.5-1633.5,3065-Max,12.5-16.5,0-6.5,0,0,1
851.5-1226,0,2.25-Max,0,2.5-6.5,0,31.5-47.5,0.25-0.55,170.5-Max,2.5-4.5,4.5-9.5,1633.5-Max,2146.5-3065,12.5-16.5,0-6.5,1,1,0
0-851.5,0,1.45-2.25,0,2.5-6.5,1,31.5-47.5,0.75-Max,141.5-170.5,0-2.5,4.5-9.5,874.5-1247.5,2146.5-3065,12.5-16.5,11.5-15.5,0,0,0
0-851.5,1,0-0.65,0,0.5-2.5,1,47.5-Max,0-0.25,141.5-170.5,4.5-6.5,14.5-Max,0-874.5,2146.5-3065,8.5-12.5,15.5-Max,1,1,0
0-851.5,0,1.45-2.25,1,2.5-6.5,0,47.5-Max,0-0.25,170.5-Max,6.5-Max,9.5-14.5,1247.5-1633.5,3065-Max,12.5-16.5,11.5-15.5,1,1,1
1615.5-Max,1,1.45-2.25,0,2.5-6.5,1,47.5-Max,0.75-Max,170.5-Max,4.5-6.5,9.5-14.5,1633.5-Max,1207-2146.5,12.5-16.5,15.5-Max,0,0,0
1226-1615.5,0,0.65-1.45,0,0.5-2.5,1,31.5-47.5,0.55-0.75,0-109.5,0-2.5,4.5-9.5,874.5-1247.5,2146.5-3065,16.5-Max,6.5-11.5,1,0,0
1226-1615.5,0,2.25-Max,1,2.5-6.5,0,31.5-47.5,0.55-0.75,141.5-170.5,0-2.5,4.5-9.5,0-874.5,0-1207,8.5-12.5,0-6.5,1,1,0
1615.5-Max,0,2.25-Max,1,2.5-6.5,1,31.5-47.5,0.75-Max,109.5-141.5,0-2.5,4.5-9.5,1633.5-Max,1207-2146.5,12.5-16.5,0-6.5,1,0,0
0-851.5,0,2.25-Max,0,2.5-6.5,1,47.5-Max,0.75-Max,0-109.5,2.5-4.5,0-4.5,1633.5-Max,0-1207,16.5-Max,6.5-11.5,0,1,0
851.5-1226,0,0-0.65,0,6.5-Max,1,0-15.5,0.25-0.55,0-109.5,4.5-6.5,14.5-Max,0-874.5,0-1207,8.5-12.5,6.5-11.5,1,1,0
1226-1615.5,0,2.25-Max,0,0-0.5,0,15.5-31.5,0.25-0.55,170.5-Max,4.5-6.5,0-4.5,1633.5-Max,3065-Max,16.5-Max,15.5-Max,0,0,1
1615.5-Max,0,0-0.65,1,6.5-Max,0,31.5-47.5,0.55-0.75,141.5-170.5,0-2.5,14.5-Max,1247.5-1633.5,0-1207,0-8.5,6.5-11.5,0,0,0
1226-1615.5,1,0.65-1.45,1,2.5-6.5,1,31.5-47.5,0.55-0.75,0-109.5,4.5-6.5,9.5-14.5,1247.5-1633.5,2146.5-3065,8.5-12.5,15.5-Max,1,1,0
851.5-1226,1,1.45-2.25,1,6.5-Max,0,47.5-Max,0.25-0.55,141.5-170.5,4.5-6.5,14.5-Max,0-874.5,2146.5-3065,12.5-16.5,6.5-11.5,1,1,0
1226-1615.5,0,0.65-1.45,1,0-0.5,1,0-15.5,0.25-0.55,109.5-141.5,4.5-6.5,0-4.5,1247.5-1633.5,0-1207,0-8.5,0-6.5,1,1,0
851.5-1226,0,0.65-1.45,0,6.5-Max,0,15.5-31.5,0.25-0.55,141.5-170.5,0-2.5,14.5-Max,1633.5-Max,0-1207,16.5-Max,0-6.5,0,1,0
1226-1615.5,0,1.45-2.25,1,6.5-Max,1,0-15.5,0-0.25,109.5-141.5,6.5-Max,14.5-Max,874.5-1247.5,2146.5-3065,12.5-16.5,6.5-11.5,0,1,0
0-851.5,0,0.65-1.45,1,2.5-6.5,1,31.5-47.5,0.75-Max,170.5-Max,2.5-4.5,4.5-9.5,874.5-1247.5,3065-Max,16.5-Max,6.5-11.5,0,1,1
0-851.5,1,1.45-2.25,0,0-0.5,1,15.5-31.5,0.75-Max,141.5-170.5,6.5-Max,0-4.5,1247.5-1633.5,1207-2146.5,16.5-Max,6.5-11.5,0,0,0
851.5-1226,1,2.25-Max,0,0.5-2.5,1,0-15.5,0.25-0.55,141.5-170.5,4.5-6.5,0-4.5,1247.5-1633.5,1207-2146.5,0-8.5,11.5-15.5,1,1,0
1226-1615.5,0,0-0.65,0,0-0.5,1,47.5-Max,0-0.25,141.5-170.5,6.5-Max,4.5-9.5,1633.5-Max,2146.5-3065,8.5-12.5,6.5-11.5,0,0,1
1226-1615.5,0,2.25-Max,1,6.5-Max,0,31.5-47.5,0.25-0.55,109.5-141.5,2.5-4.5,14.5-Max,1633.5-Max,1207-2146.5,8.5-12.5,15.5-Max,0,0,0
1226-1615.5,1,0-0.65,1,0.5-2.5,1,31.5-47.5,0.25-0.55,0-109.5,6.5-Max,4.5-9.5,0-874.5,3065-Max,0-8.5,11.5-15.5,1,0,1
1615.5-Max,0,2.25-Max,0,0.5-2.5,1,0-15.5,0-0.25,0-109.5,4.5-6.5,4.5-9.5,0-874.5,1207-2146.5,16.5-Max,15.5-Max,1,0,0
0-851.5,1,0.65-1.45,1,2.5-6.5,1,0-15.5,0-0.25,170.5-Max,2.5-4.5,4.5-9.5,0-874.5,3065-Max,8.5-12.5,6.5-11.5,1,1,0
1226-1615.5,0,0-0.65,1,0-0.5,1,31.5-47.5,0.25-0.55,170.5-Max,4.5-6.5,0-4.5,1633.5-Max,1207-2146.5,16.5-Max,11.5-15.5,0,0,0
0-851.5,0,0-0.65,1,0-0.5,1,15.5-31.5,0.75-Max,170.5-Max,4.5-6.5,0-4.5,874.5-1247.5,3065-Max,12.5-16.5,15.5-Max,0,0,1
851.5-1226,0,1.45-2.25,1,6.5-Max,1,15.5-31.5,0.75-Max,141.5-170.5,4.5-6.5,14.5-Max,1633.5-Max,2146.5-3065,0-8.5,11.5-15.5,1,1,0
0-851.5,0,0-0.65,0,0.5-2.5,0,15.5-31.5,0.75-Max,0-109.5,6.5-Max,9.5-14.5,0-874.5,0-1207,12.5-16.5,0-6.5,0,1,0
1615.5-Max,0,0.65-1.45,1,0-0.5,0,15.5-31.5,0-0.25,0-109.5,4.5-6.5,0-4.5,874.5-1247.5,2146.5-3065,12.5-16.5,15.5-Max,0,0,1
851.5-1226,0,0.65-1.45,1,0-0.5,1,15.5-31.5,0-0.25,170.5-Max,0-2.5,9.5-14.5,874.5-1247.5,2146.5-3065,12.5-16.5,0-6.5,0,0,0
0-851.5,1,1.45-2.25,1,0.5-2.5,0,47.5-Max,0.25-0.55,141.5-170.5,6.5-Max,0-4.5,874.5-1247.5,1207-2146.5,16.5-Max,15.5-Max,0,1,0
0-851.5,1,2.25-Max,0,6.5-Max,1,15.5-31.5,0.25-0.55,109.5-141.5,0-2.5,14.5-Max,874.5-1247.5,1207-2146.5,12.5-16.5,6.5-11.5,0,0,0
851.5-1226,1,2.25-Max,0,6.5-Max,0,31.5-47.5,0-0.25,170.5-Max,4.5-6.5,9.5-14.5,0-874.5,0-1207,16.5-Max,11.5-15.5,0,0,0
851.5-1226,0,0.65-1.45,0,0-0.5,0,31.5-47.5,0-0.25,170.5-Max,6.5-Max,4.5-9.5,874.5-1247.5,2146.5-3065,0-8.5,15.5-Max,1,1,0
851.5-1226,1,2.25-Max,1,6.5-Max,0,15.5-31.5,0.75-Max,0-109.5,2.5-4.5,14.5-Max,1247.5-1633.5,3065-Max,12.5-16.5,0-6.5,0,0,1
1226-1615.5,1,0.65-1.45,0,0-0.5,0,47.5-Max,0-0.25,109.5-141.5,4.5-6.5,9.5-14.5,0-874.5,3065-Max,16.5-Max,15.5-Max,1,0,1
1226-1615.5,1,1.45-2.25,1,0.5-2.5,1,0-15.5,0.75-Max,0-109.5,2.5-4.5,9.5-14.5,0-874.5,0-1207,12.5-16.5,11.5-15.5,1,0,0
1226-1615.5,0,0-0.65,0,0-0.5,1,0-15.5,0-0.25,0-109.5,4.5-6.5,4.5-9.5,1633.5-Max,1207-2146.5,8.5-12.5,15.5-Max,0,0,0
1615.5-Max,1,2.25-Max,1,0-0.5,1,31.5-47.5,0-0.25,0-109.5,0-2.5,14.5-Max,1247.5-1633.5,2146.5-3065,12.5-16.5,0-6.5,1,1,1
1615.5-Max,1,0-0.65,0,2.5-6.5,1,0-15.5,0.25-0.55,141.5-170.5,0-2.5,4.5-9.5,874.5-1247.5,1207-2146.5,8.5-12.5,6.5-11.5,1,0,0
1615.5-Max,0,0.65-1.45,1,0.5-2.5,0,31.5-47.5,0.75-Max,141.5-170.5,4.5-6.5,4.5-9.5,1247.5-1633.5,3065-Max,16.5-Max,11.5-15.5,1,1,1
0-851.5,0,0.65-1.45,0,6.5-Max,0,31.5-47.5,0.55-0.75,141.5-170.5,0-2.5,14.5-Max,874.5-1247.5,2146.5-3065,12.5-16.5,11.5-15.5,1,0,0
1226-1615.5,1,0.65-1.45,1,0.5-2.5,1,0-15.5,0-0.25,170.5-Max,4.5-6.5,14.5-Max,1247.5-1633.5,2146.5-3065,8.5-12.5,0-6.5,0,0,0
1226-1615.5,1,0-0.65,1,2.5-6.5,1,47.5-Max,0.25-0.55,141.5-170.5,6.5-Max,4.5-9.5,1247.5-1633.5,3065-Max,16.5-Max,6.5-11.5,1,1,1
1226-1615.5,1,2.25-Max,0,2.5-6.5,1,47.5-Max,0-0.25,109.5-141.5,0-2.5,4.5-9.5,0-874.5,3065-Max,16.5-Max,6.5-11.5,1,1,1
0-851.5,0,0-0.65,0,0-0.5,0,15.5-31.5,0-0.25,141.5-170.5,2.5-4.5,14.5-Max,874.5-1247.5,2146.5-3065,0-8.5,15.5-Max,1,0,0
1226-1615.5,0,1.45-2.25,0,0.5-2.5,1,15.5-31.5,0-0.25,109.5-141.5,6.5-Max,4.5-9.5,0-874.5,2146.5-3065,16.5-Max,0-6.5,1,0,0
1615.5-Max,0,2.25-Max,1,0-0.5,1,31.5-47.5,0.75-Max,0-109.5,2.5-4.5,9.5-14.5,1247.5-1633.5,1207-2146.5,16.5-Max,11.5-15.5,1,1,0
1226-1615.5,0,1.45-2.25,0,0-0.5,1,47.5-Max,0.55-0.75,0-109.5,2.5-4.5,4.5-9.5,874.5-1247.5,3065-Max,12.5-16.5,0-6.5,0,1,1
0-851.5,0,0-0.65,0,2.5-6.5,0,15.5-31.5,0.25-0.55,0-109.5,2.5-4.5,0-4.5,1633.5-Max,1207-2146.5,8.5-12.5,11.5-15.5,1,1,0
1615.5-Max,0,0-0.65,1,6.5-Max,1,31.5-47.5,0.25-0.55,109.5-141.5,2.5-4.5,14.5-Max,1247.5-1633.5,1207-2146.5,12.5-16.5,15.5-Max,0,0,0
1615.5-Max,1,0-0.65,0,0-0.5,1,15.5-31.5,0.55-0.75,170.5-Max,0-2.5,0-4.5,874.5-1247.5,0-1207,0-8.5,11.5-15.5,0,1,0
1226-1615.5,1,2.25-Max,1,6.5-Max,1,15.5-31.5,0.25-0.55,170.5-Max,6.5-Max,14.5-Max,1247.5-1633.5,1207-2146.5,0-8.5,11.5-15.5,1,1,0
851.5-1226,0,0.65-1.45,0,0-0.5,1,15.5-31.5,0.25-0.55,141.5-170.5,2.5-4.5,4.5-9.5,0-874.5,0-1207,12.5-16.5,0-6.5,0,1,0
0-851.5,0,0.65-1.45,1,6.5-Max,0,15.5-31.5,0.55-0.75,0-109.5,6.5-Max,14.5-Max,874.5-1247.5,2146.5-3065,0-8.5,11.5-15.5,0,0,0
1226-1615.5,1,2.25-Max,0,2.5-6.5,0,47.5-Max,0-0.25,141.5-170.5,4.5-6.5,14.5-Max,874.5-1247.5,2146.5-3065,16.5-Max,6.5-11.5,0,0,0
0-851.5,0,0-0.65,1,0-0.5,1,31.5-47.5,0.25-0.55,109.5-141.5,6.5-Max,0-4.5,1247.5-1633.5,2146.5-3065,8.5-12.5,0-6.5,0,1,0
1615.5-Max,0,0-0.65,1,6.5-Max,1,0-15.5,0.25-0.55,170.5-Max,4.5-6.5,14.5-Max,0-874.5,2146.5-3065,12.5-16.5,15.5-Max,0,1,0
1226-1615.5,0,1.45-2.25,0,6.5-Max,0,47.5-Max,0.55-0.75,170.5-Max,4.5-6.5,14.5-Max,0-874.5,1207-2146.5,0-8.5,11.5-15.5,0,1,0
0-851.5,1,0.65-1.45,1,0.5-2.5,1,47.5-Max,0-0.25,109.5-141.5,6.5-Max,0-4.5,1247.5-1633.5,3065-Max,16.5-Max,0-6.5,1,1,1
1226-1615.5,1,0-0.65,1,0-0.5,1,31.5-47.5,0.25-0.55,141.5-170.5,4.5-6.5,4.5-9.5,1247.5-1633.5,3065-Max,16.5-Max,0-6.5,1,0,1
1226-1615.5,0,1.45-2.25,1,0-0.5,0,15.5-31.5,0-0.25,109.5-141.5,2.5-4.5,0-4.5,0-874.5,2146.5-3065,8.5-12.5,11.5-15.5,0,1,0
1226-1615.5,1,2.25-Max,0,0-0.5,0,31.5-47.5,0-0.25,141.5-170.5,6.5-Max,0-4.5,1633.5-Max,1207-2146.5,12.5-16.5,6.5-11.5,0,1,0
851.5-1226,1,1.45-2.25,0,6.5-Max,0,47.5-Max,0.25-0.55,109.5-141.5,4.5-6.5,14.5-Max,874.5-1247.5,0-1207,8.5-12.5,11.5-15.5,0,0,0
1615.5-Max,0,1.45-2.25,0,2.5-6.5,1,31.5-47.5,0.25-0.55,109.5-141.5,4.5-6.5,14.5-Max,874.5-1247.5,2146.5-3065,12.5-16.5,6.5-11.5,1,0,0
851.5-1226,0,0.65-1.45,1,0-0.5,1,47.5-Max,0.25-0.55,0-109.5,0-2.5,0-4.5,874.5-1247.5,0-1207,8.5-12.5,6.5-11.5,1,0,0
1615.5-Max,1,0-0.65,0,2.5-6.5,1,47.5-Max,0.75-Max,170.5-Max,2.5-4.5,4.5-9.5,1247.5-1633.5,3065-Max,16.5-Max,6.5-11.5,1,1,1
851.5-1226,0,0.65-1.45,1,0-0.5,1,47.5-Max,0-0.25,170.5-Max,6.5-Max,0-4.5,1247.5-1633.5,0-1207,0-8.5,6.5-11.5,0,1,0
1226-1615.5,0,0.65-1.45,0,2.5-6.5,1,15.5-31.5,0-0.25,170.5-Max,4.5-6.5,4.5-9.5,0-874.5,1207-2146.5,12.5-16.5,15.5-Max,1,1,0
1615.5-Max,0,0-0.65,0,0-0.5,1,15.5-31.5,0.25-0.55,109.5-141.5,2.5-4.5,0-4.5,1633.5-Max,0-1207,12.5-16.5,15.5-Max,0,1,0
1226-1615.5,0,0.65-1.45,0,2.5-6.5,0,47.5-Max,0-0.25,0-109.5,4.5-6.5,4.5-9.5,1633.5-Max,3065-Max,8.5-12.5,0-6.5,1,0,1
0-851.5,1,1.45-2.25,1,2.5-6.5,1,15.5-31.5,0.25-0.55,109.5-141.5,4.5-6.5,14.5-Max,0-874.5,0-1207,16.5-Max,6.5-11.5,0,1,0
0-851.5,0,0-0.65,0,2.5-6.5,1,31.5-47.5,0.25-0.55,109.5-141.5,0-2.5,9.5-14.5,874.5-1247.5,0-1207,0-8.5,15.5-Max,1,1,0
851.5-1226,1,1.45-2.25,1,6.5-Max,0,0-15.5,0.25-0.55,109.5-141.5,2.5-4.5,9.5-14.5,1247.5-1633.5,3065-Max,8.5-12.5,6.5-11.5,0,0,1
1226-1615.5,1,0-0.65,1,0.5-2.5,1,15.5-31.5,0.75-Max,109.5-141.5,4.5-6.5,9.5-14.5,874.5-1247.5,2146.5-3065,8.5-12.5,11.5-15.5,0,0,0
1615.5-Max,1,2.25-Max,1,2.5-6.5,0,31.5-47.5,0-0.25,141.5-170.5,2.5-4.5,0-4.5,1247.5-1633.5,2146.5-3065,12.5-16.5,0-6.5,0,0,1
1615.5-Max,1,0.65-1.45,0,0.5-2.5,1,15.5-31.5,0-0.25,170.5-Max,0-2.5,4.5-9.5,1633.5-Max,2146.5-3065,8.5-12.5,0-6.5,1,1,1
1615.5-Max,1,2.25-Max,1,6.5-Max,1,47.5-Max,0-0.25,0-109.5,0-2.5,14.5-Max,0-874.5,3065-Max,0-8.5,15.5-Max,1,1,1
851.5-1226,1,2.25-Max,1,0-0.5,0,15.5-31.5,0.55-0.75,109.5-141.5,6.5-Max,0-4.5,1247.5-1633.5,2146.5-3065,16.5-Max,11.5-15.5,1,0,0
1226-1615.5,0,1.45-2.25,1,0.5-2.5,1,31.5-47.5,0-0.25,109.5-141.5,2.5-4.5,14.5-Max,874.5-1247.5,2146.5-3065,16.5-Max,0-6.5,0,1,0
1615.5-Max,0,1.45-2.25,0,6.5-Max,0,15.5-31.5,0.25-0.55,109.5-141.5,2.5-4.5,14.5-Max,874.5-1247.5,2146.5-3065,0-8.5,6.5-11.5,1,1,1
1226-1615.5,0,0-0.65,0,0.5-2.5,0,31.5-47.5,0.75-Max,109.5-141.5,4.5-6.5,4.5-9.5,1633.5-Max,2146.5-3065,12.5-16.5,15.5-Max,0,0,1
1226-1615.5,1,1.45-2.25,1,2.5-6.5,0,0-15.5,0.25-0.55,0-109.5,0-2.5,4.5-9.5,1247.5-1633.5,3065-Max,8.5-12.5,0-6.5,1,1,1
1615.5-Max,0,0.65-1.45,1,2.5-6.5,1,15.5-31.5,0.25-0.55,0-109.5,6.5-Max,14.5-Max,1247.5-1633.5,0-1207,16.5-Max,11.5-15.5,0,0,0
1226-1615.5,0,0.65-1.45,1,0-0.5,0,15.5-31.5,0-0.25,170.5-Max,2.5-4.5,14.5-Max,0-874.5,2146.5-3065,0-8.5,15.5-Max,1,0,0
0-851.5,0,1.45-2.25,0,6.5-Max,1,0-15.5,0.75-Max,141.5-170.5,0-2.5,14.5-Max,0-874.5,3065-Max,8.5-12.5,0-6.5,1,0,0
1226-1615.5,1,1.45-2.25,0,2.5-6.5,1,0-15.5,0-0.25,109.5-141.5,0-2.5,4.5-9.5,1247.5-1633.5,0-1207,16.5-Max,15.5-Max,1,0,0
851.5-1226,0,0.65-1.45,0,2.5-6.5,0,31.5-47.5,0-0.25,170.5-Max,4.5-6.5,9.5-14.5,1247.5-1633.5,1207-2146.5,16.5-Max,15.5-Max,0,1,0
1615.5-Max,1,2.25-Max,1,6.5-Max,1,0-15.5,0-0.25,170.5-Max,4.5-6.5,14.5-Max,874.5-1247.5,3065-Max,0-8.5,6.5-11.5,1,1,1
1226-1615.5,0,0-0.65,0,0-0.5,0,31.5-47.5,0.75-Max,170.5-Max,6.5-Max,0-4.5,1247.5-1633.5,1207-2146.5,8.5-12.5,6.5-11.5,0,1,0
1615.5-Max,1,0-0.65,0,0-0.5,0,47.5-Max,0.25-0.55,0-109.5,2.5-4.5,0-4.5,1247.5-1633.5,0-1207,8.5-12.5,6.5-11.5,1,1,0
0-851.5,1,1.45-2.25,0,0-0.5,1,47.5-Max,0-0.25,109.5-141.5,6.5-Max,0-4.5,874.5-1247.5,3065-Max,8.5-12.5,15.5-Max,1,1,0
0-851.5,0,2.25-Max,1,0-0.5,0,31.5-47.5,0.25-0.55,170.5-Max,6.5-Max,0-4.5,1633.5-Max,2146.5-3065,0-8.5,6.5-11.5,0,0,0
0-851.5,1,0-0.65,0,0-0.5,1,47.5-Max,0.25-0.55,141.5-170.5,4.5-6.5,14.5-Max,0-874.5,3065-Max,8.5-12.5,0-6.5,0,0,1
1615.5-Max,0,1.45-2.25,0,0.5-2.5,0,0-15.5,0.55-0.75,109.5-141.5,4.5-6.5,9.5-14.5,1247.5-1633.5,1207-2146.5,0-8.5,15.5-Max,1,1,0
1615.5-Max,0,2.25-Max,0,6.5-Max,1,31.5-47.5,0.25-0.55,109.5-141.5,6.5-Max,9.5-14.5,874.5-1247.5,3065-Max,0-8.5,6.5-11.5,0,0,1
1226-1615.5,1,0.65-1.45,1,0.5-2.5,0,47.5-Max,0-0.25,109.5-141.5,6.5-Max,9.5-14.5,0-874.5,3065-Max,0-8.5,11.5-15.5,0,0,1
851.5-1226,1,0.65-1.45,1,2.5-6.5,0,15.5-31.5,0.25-0.55,141.5-170.5,0-2.5,14.5-Max,1633.5-Max,0-1207,12.5-16.5,6.5-11.5,0,1,0
1226-1615.5,0,0.65-1.45,0,2.5-6.5,1,47.5-Max,0.25-0.55,0-109.5,2.5-4.5,14.5-Max,874.5-1247.5,1207-2146.5,16.5-Max,6.5-11.5,1,0,0
851.5-1226,1,2.25-Max,0,2.5-6.5,0,0-15.5,0.75-Max,0-109.5,4.5-6.5,9.5-14.5,1247.5-1633.5,1207-2146.5,8.5-12.5,6.5-11.5,0,1,0
1615.5-Max,1,0.65-1.45,1,2.5-6.5,1,15.5-31.5,0.55-0.75,0-109.5,0-2.5,0-4.5,874.5-1247.5,0-1207,8.5-12.5,6.5-11.5,0,0,0
851.5-1226,0,2.25-Max,1,0-0.5,0,47.5-Max,0.55-0.75,170.5-Max,0-2.5,0-4.5,874.5-1247.5,2146.5-3065,0-8.5,0-6.5,1,1,0
851.5-1226,0,0-0.65,0,0-0.5,0,47.5-Max,0-0.25,0-109.5,4.5-6.5,0-4.5,1247.5-1633.5,2146.5-3065,16.5-Max,6.5-11.5,0,0,0
0-851.5,1,2.25-Max,1,0-0.5,1,47.5-Max,0.75-Max,170.5-Max,6.5-Max,4.5-9.5,0-874.5,2146.5-3065,0-8.5,6.5-11.5,1,1,0
0-851.5,0,0.65-1.45,1,0.5-2.5,0,0-15.5,0-0.25,0-109.5,2.5-4.5,4.5-9.5,1247.5-1633.5,0-1207,12.5-16.5,11.5-15.5,1,1,0
1226-1615.5,1,2.25-Max,1,6.5-Max,0,15.5-31.5,0.55-0.75,109.5-141.5,0-2.5,14.5-Max,1633.5-Max,0-1207,12.5-16.5,11.5-15.5,0,0,0
851.5-1226,1,1.45-2.25,0,2.5-6.5,1,47.5-Max,0-0.25,170.5-Max,6.5-Max,14.5-Max,1633.5-Max,2146.5-3065,0-8.5,0-6.5,0,0,0
0-851.5,1,0.65-1.45,0,2.5-6.5,1,0-15.5,0-0.25,141.5-170.5,2.5-4.5,9.5-14.5,0-874.5,0-1207,8.5-12.5,6.5-11.5,1,1,0
0-851.5,1,0-0.65,1,0.5-2.5,0,31.5-47.5,0.25-0.55,109.5-141.5,6.5-Max,9.5-14.5,1247.5-1633.5,1207-2146.5,16.5-Max,0-6.5,1,1,0
0-851.5,0,1.45-2.25,1,0-0.5,1,47.5-Max,0.25-0.55,141.5-170.5,2.5-4.5,0-4.5,1633.5-Max,0-1207,12.5-16.5,11.5-15.5,1,0,0
1226-1615.5,1,1.45-2.25,1,2.5-6.5,1,0-15.5,0.25-0.55,141.5-170.5,4.5-6.5,14.5-Max,1247.5-1633.5,3065-Max,8.5-12.5,0-6.5,1,1,1
